film_name,film_year,film_rate,link,poster
The Pianist,2002,4.40,https://letterboxd.com/film/the-pianist/,https://a.ltrbxd.com/resized/film-poster/5/1/6/7/2/51672-the-pianist-0-70-0-105-crop.jpg?v=3eee5ac018
We Live in Time,2024,3.66,https://letterboxd.com/film/we-live-in-time/,https://a.ltrbxd.com/resized/film-poster/9/9/1/7/8/6/991786-we-live-in-time-0-70-0-105-crop.jpg?v=14245ba118
Wicked: For Good,2025,3.43,https://letterboxd.com/film/wicked-for-good/,https://a.ltrbxd.com/resized/film-poster/8/7/1/1/4/8/871148-wicked-for-good-0-70-0-105-crop.jpg?v=f1330d6f91
Grave of the Fireflies,1988,4.48,https://letterboxd.com/film/grave-of-the-fireflies/,https://a.ltrbxd.com/resized/film-poster/4/4/5/5/8/44558-grave-of-the-fireflies-0-70-0-105-crop.jpg?v=0c61fd55f0
Cars,2006,3.88,https://letterboxd.com/film/cars/,https://a.ltrbxd.com/resized/sm/upload/de/kp/63/hd/dWg33ektXuHmxjSjEulwDPTWbC2-0-70-0-105-crop.jpg?v=df40f228cb
Flow,2024,4.09,https://letterboxd.com/film/flow-2024/,https://a.ltrbxd.com/resized/film-poster/7/3/9/4/5/1/739451-flow-2024-0-70-0-105-crop.jpg?v=d664eca804
Star Wars: The Force Awakens,2015,3.24,https://letterboxd.com/film/star-wars-the-force-awakens/,https://a.ltrbxd.com/resized/sm/upload/t1/n6/d1/k6/g2mqdMU3jaz6uEosF5aqJgbw7e9-0-70-0-105-crop.jpg?v=f105fa4be0
Trainspotting,1996,4.22,https://letterboxd.com/film/trainspotting/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
Marriage Story,2019,4.01,https://letterboxd.com/film/marriage-story-2019/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
City of God,2002,4.56,https://letterboxd.com/film/city-of-god/,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/3/51523-city-of-god-0-70-0-105-crop.jpg?v=7517ea94ce
Your Name.,2016,4.23,https://letterboxd.com/film/your-name/,https://a.ltrbxd.com/resized/sm/upload/md/ku/l7/m5/xq1Ugd62d23K2knRUx6xxuALTZB-0-70-0-105-crop.jpg?v=443be7928f
The Martian,2015,3.79,https://letterboxd.com/film/the-martian/,https://a.ltrbxd.com/resized/film-poster/2/1/1/5/1/1/211511-the-martian-0-70-0-105-crop.jpg?v=71ca0c832e
Saving Private Ryan,1998,4.25,https://letterboxd.com/film/saving-private-ryan/,https://a.ltrbxd.com/resized/sm/upload/hz/fu/r7/y7/35CMz4t7PuUiQqt5h4u5nbrXZlF-0-70-0-105-crop.jpg?v=3a667509e0
Asteroid City,2023,3.47,https://letterboxd.com/film/asteroid-city/,https://a.ltrbxd.com/resized/film-poster/6/6/8/5/5/5/668555-asteroid-city-0-70-0-105-crop.jpg?v=700bea7fd5
A Real Pain,2024,3.72,https://letterboxd.com/film/a-real-pain/,https://a.ltrbxd.com/resized/film-poster/9/1/3/2/5/8/913258-a-real-pain-0-70-0-105-crop.jpg?v=893a943872
La Haine,1995,4.50,https://letterboxd.com/film/la-haine/,https://a.ltrbxd.com/resized/film-poster/5/1/6/8/4/51684-la-haine-0-70-0-105-crop.jpg?v=b6677cc136
The Lobster,2015,3.75,https://letterboxd.com/film/the-lobster/,https://a.ltrbxd.com/resized/film-poster/1/7/8/1/2/3/178123-the-lobster-0-70-0-105-crop.jpg?v=1de42bb7a6
Star Wars: Episode II – Attack of the Clones,2002,3.07,https://letterboxd.com/film/star-wars-episode-ii-attack-of-the-clones/,https://a.ltrbxd.com/resized/film-poster/5/0/7/1/0/50710-star-wars-episode-ii-attack-of-the-clones-0-70-0-105-crop.jpg?v=cdb8caab10
Captain America: The First Avenger,2011,3.34,https://letterboxd.com/film/captain-america-the-first-avenger/,https://a.ltrbxd.com/resized/film-poster/5/0/8/0/9/50809-captain-america-the-first-avenger-0-70-0-105-crop.jpg?v=5a0d520040
"Crazy, Stupid, Love.",2011,3.71,https://letterboxd.com/film/crazy-stupid-love/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
The Sixth Sense,1999,4.09,https://letterboxd.com/film/the-sixth-sense/,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png
